job,marital,education,default,housing,loan,contact,month,day_of_week,y
housemaid,married,basic.4y,no,no,no,cellular,apr,wed,yes
unemployed,married,basic.9y,no,yes,no,cellular,apr,thu,yes
housemaid,married,university.degree,no,yes,no,cellular,apr,thu,yes
retired,divorced,basic.4y,no,yes,no,cellular,apr,thu,no
retired,married,high.school,no,yes,no,cellular,apr,thu,yes
retired,married,high.school,no,yes,no,cellular,apr,thu,yes
retired,divorced,high.school,no,yes,no,cellular,apr,thu,no
admin.,married,high.school,no,yes,no,cellular,apr,thu,no
retired,divorced,basic.4y,no,yes,yes,cellular,apr,thu,yes
admin.,single,university.degree,no,yes,yes,cellular,apr,fri,no
admin.,divorced,university.degree,no,no,no,telephone,apr,fri,yes
admin.,married,university.degree,no,yes,no,cellular,apr,fri,yes
housemaid,married,basic.9y,no,yes,no,cellular,apr,fri,no
admin.,married,high.school,no,yes,no,cellular,apr,fri,yes
retired,single,professional.course,no,no,no,cellular,apr,fri,yes
student,single,high.school,no,yes,yes,cellular,apr,fri,yes
admin.,single,university.degree,no,no,yes,cellular,apr,fri,no
technician,married,unknown,no,yes,no,cellular,apr,fri,no
retired,married,basic.4y,no,no,no,telephone,apr,mon,no
admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
admin.,married,high.school,no,no,no,cellular,apr,mon,yes
management,divorced,university.degree,no,yes,no,cellular,apr,mon,yes
technician,married,university.degree,no,yes,no,cellular,apr,mon,no
technician,married,professional.course,no,no,no,cellular,apr,mon,yes
admin.,married,high.school,no,yes,yes,cellular,apr,mon,no
technician,married,university.degree,no,yes,no,cellular,apr,mon,yes
student,single,high.school,no,yes,yes,cellular,apr,mon,no
student,single,high.school,no,no,no,cellular,apr,mon,yes
admin.,married,high.school,no,yes,no,cellular,apr,mon,no
blue-collar,single,high.school,no,no,no,cellular,apr,mon,no
retired,married,basic.4y,no,no,no,cellular,apr,mon,yes
blue-collar,single,high.school,no,no,no,cellular,apr,mon,no
retired,married,basic.4y,no,no,no,cellular,apr,mon,no
technician,married,university.degree,no,no,no,cellular,apr,mon,no
blue-collar,single,high.school,no,yes,no,cellular,apr,mon,no
student,single,university.degree,no,yes,yes,cellular,apr,tue,no
management,married,university.degree,no,no,no,telephone,apr,tue,yes
student,single,basic.9y,no,yes,no,cellular,apr,tue,no
student,single,basic.9y,no,yes,no,cellular,apr,tue,no
admin.,single,university.degree,no,yes,no,cellular,apr,tue,no
admin.,married,high.school,no,no,no,telephone,apr,tue,yes
admin.,single,university.degree,no,yes,no,cellular,apr,tue,yes
student,single,unknown,no,yes,no,cellular,apr,tue,no
management,married,unknown,no,no,no,telephone,apr,tue,yes
services,single,high.school,no,no,no,telephone,apr,tue,yes
technician,single,professional.course,no,yes,no,cellular,apr,tue,yes
student,single,unknown,no,yes,no,cellular,apr,tue,no
admin.,married,unknown,no,yes,no,cellular,apr,wed,yes
admin.,married,unknown,no,yes,no,telephone,apr,wed,yes
admin.,single,unknown,no,yes,no,cellular,apr,wed,yes
admin.,married,university.degree,no,yes,no,cellular,apr,wed,yes
admin.,married,unknown,no,no,no,cellular,apr,wed,yes
admin.,married,basic.9y,no,yes,no,cellular,apr,thu,yes
admin.,married,university.degree,no,no,no,cellular,apr,thu,no
services,single,unknown,no,yes,no,cellular,apr,thu,yes
admin.,single,high.school,no,yes,no,cellular,apr,thu,yes
retired,married,basic.9y,no,no,no,cellular,apr,thu,no
self-employed,single,university.degree,no,no,no,cellular,apr,thu,yes
admin.,married,unknown,no,no,no,cellular,apr,thu,no
technician,married,professional.course,no,no,no,cellular,apr,thu,yes
admin.,single,university.degree,no,yes,no,cellular,apr,thu,no
admin.,single,university.degree,no,yes,no,cellular,apr,thu,yes
services,single,unknown,no,yes,no,cellular,apr,thu,yes
unemployed,married,professional.course,no,yes,no,cellular,apr,thu,no
admin.,married,university.degree,no,no,yes,telephone,apr,thu,yes
admin.,single,university.degree,no,yes,no,cellular,apr,thu,yes
admin.,single,high.school,no,yes,yes,cellular,apr,thu,yes
technician,married,professional.course,no,yes,no,cellular,apr,fri,no
blue-collar,married,unknown,no,no,no,cellular,apr,fri,yes
management,married,university.degree,no,yes,no,cellular,apr,fri,no
student,single,unknown,no,no,no,cellular,apr,fri,no
admin.,married,university.degree,no,no,yes,cellular,apr,fri,yes
blue-collar,married,unknown,no,yes,no,cellular,apr,fri,no
technician,single,university.degree,no,no,yes,cellular,apr,fri,no
technician,single,university.degree,no,yes,no,cellular,apr,fri,no
student,single,university.degree,no,yes,yes,cellular,apr,fri,yes
student,single,high.school,no,yes,no,cellular,apr,fri,yes
student,single,unknown,no,yes,yes,cellular,apr,fri,no
admin.,married,university.degree,no,no,no,cellular,may,tue,no
admin.,married,high.school,no,yes,no,cellular,may,tue,yes
admin.,married,university.degree,no,no,no,cellular,may,tue,no
admin.,single,university.degree,no,no,no,cellular,may,tue,no
admin.,single,university.degree,no,no,no,cellular,may,tue,no
blue-collar,single,professional.course,no,no,no,cellular,may,tue,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,yes
student,single,unknown,no,yes,no,telephone,may,tue,yes
student,single,unknown,no,yes,no,cellular,may,tue,yes
retired,married,basic.9y,no,no,no,cellular,may,tue,no
retired,married,basic.9y,no,no,no,cellular,may,tue,no
technician,single,professional.course,no,no,no,cellular,may,tue,yes
admin.,married,university.degree,no,yes,no,cellular,may,tue,yes
student,single,high.school,no,yes,no,cellular,may,tue,yes
technician,married,university.degree,no,no,yes,telephone,may,tue,yes
student,single,basic.9y,no,yes,no,cellular,may,tue,no
student,single,high.school,no,no,no,cellular,may,tue,no
services,married,high.school,no,no,no,cellular,may,tue,yes
student,single,unknown,no,yes,no,cellular,may,wed,yes
housemaid,married,university.degree,no,yes,no,cellular,may,wed,no
student,single,high.school,no,no,no,cellular,may,wed,yes
student,single,high.school,no,yes,no,cellular,may,wed,no
student,single,high.school,no,yes,no,cellular,may,wed,no
student,single,high.school,no,yes,no,cellular,may,wed,yes
admin.,married,university.degree,no,yes,no,cellular,may,wed,yes
student,single,unknown,no,no,no,telephone,may,wed,no
admin.,single,university.degree,no,no,no,cellular,may,wed,no
admin.,single,university.degree,no,yes,no,cellular,may,wed,yes
blue-collar,single,basic.6y,no,no,no,telephone,may,wed,no
student,married,high.school,no,yes,no,telephone,may,wed,no
student,single,unknown,no,yes,no,telephone,may,wed,yes
admin.,single,university.degree,no,yes,no,cellular,may,wed,no
management,married,basic.9y,no,yes,no,telephone,may,wed,no
retired,married,basic.4y,no,yes,no,cellular,may,wed,yes
technician,married,professional.course,no,yes,no,cellular,may,thu,no
technician,married,university.degree,no,yes,no,cellular,may,thu,yes
services,married,high.school,no,no,no,cellular,may,thu,yes
admin.,married,university.degree,no,yes,yes,cellular,may,thu,yes
admin.,married,university.degree,no,no,no,cellular,may,thu,yes
admin.,married,university.degree,no,no,no,cellular,may,thu,yes
admin.,married,university.degree,no,yes,no,cellular,may,thu,no
student,single,basic.4y,no,yes,no,cellular,may,thu,no
student,single,unknown,no,yes,no,cellular,may,thu,no
technician,married,university.degree,no,no,no,cellular,may,thu,yes
retired,married,professional.course,no,no,no,telephone,may,thu,no
student,single,unknown,no,no,no,cellular,may,thu,yes
retired,divorced,basic.4y,no,yes,no,cellular,may,fri,no
management,married,high.school,no,no,no,cellular,may,fri,yes
technician,married,university.degree,no,yes,no,cellular,may,fri,yes
student,single,high.school,no,no,no,telephone,may,fri,yes
technician,married,university.degree,no,no,yes,telephone,may,fri,no
student,single,high.school,no,no,no,cellular,may,fri,yes
retired,married,professional.course,no,yes,no,cellular,may,fri,no
technician,married,university.degree,no,no,no,cellular,may,fri,no
retired,single,basic.4y,unknown,yes,yes,cellular,may,fri,no
admin.,single,university.degree,no,yes,no,cellular,may,fri,yes
blue-collar,married,basic.6y,no,no,no,telephone,may,mon,no
retired,married,high.school,unknown,yes,no,cellular,may,mon,no
student,single,unknown,no,yes,no,cellular,may,mon,yes
entrepreneur,married,professional.course,no,no,no,cellular,may,mon,no
admin.,married,university.degree,no,no,no,telephone,may,mon,no
entrepreneur,married,professional.course,no,yes,no,cellular,may,mon,yes
admin.,single,high.school,no,yes,no,cellular,may,mon,no
technician,married,professional.course,no,yes,no,telephone,may,mon,yes
student,single,high.school,no,yes,no,cellular,may,tue,no
technician,married,unknown,no,yes,no,telephone,may,tue,no
technician,married,university.degree,no,yes,no,telephone,may,tue,no
admin.,married,university.degree,no,unknown,unknown,cellular,may,wed,no
admin.,divorced,basic.4y,no,yes,no,cellular,may,wed,yes
admin.,married,high.school,no,yes,no,cellular,may,wed,yes
admin.,married,university.degree,no,yes,no,cellular,may,wed,yes
retired,married,university.degree,no,yes,no,cellular,may,wed,yes
blue-collar,married,unknown,no,yes,no,cellular,may,wed,yes
admin.,married,high.school,no,yes,no,cellular,may,wed,no
management,married,university.degree,no,no,no,cellular,may,wed,yes
unemployed,married,professional.course,no,no,no,cellular,may,wed,yes
unemployed,married,professional.course,no,yes,no,cellular,may,wed,yes
admin.,married,high.school,no,no,no,cellular,may,wed,no
technician,married,professional.course,no,yes,no,cellular,may,wed,yes
admin.,single,high.school,no,yes,no,cellular,may,wed,no
admin.,married,unknown,no,yes,no,cellular,may,wed,yes
unemployed,married,professional.course,no,no,no,telephone,may,wed,yes
retired,married,university.degree,no,yes,no,telephone,may,wed,yes
admin.,single,high.school,no,no,no,cellular,may,wed,no
management,married,university.degree,no,yes,no,telephone,may,wed,no
management,single,university.degree,no,yes,no,telephone,may,thu,no
blue-collar,married,professional.course,no,yes,no,telephone,may,thu,yes
retired,married,unknown,no,yes,no,cellular,may,thu,no
management,married,university.degree,no,no,no,cellular,may,thu,yes
admin.,married,university.degree,no,yes,no,cellular,may,thu,yes
unemployed,married,basic.9y,no,yes,no,cellular,may,thu,yes
admin.,single,high.school,no,yes,no,cellular,may,thu,yes
admin.,single,university.degree,no,no,no,cellular,may,thu,yes
services,married,high.school,no,yes,no,cellular,may,thu,yes
retired,married,basic.4y,no,yes,no,cellular,may,thu,yes
admin.,single,basic.9y,no,yes,no,cellular,may,thu,yes
admin.,single,basic.9y,no,yes,no,cellular,may,thu,yes
admin.,single,high.school,no,yes,no,cellular,may,thu,no
management,married,unknown,no,yes,no,cellular,may,thu,yes
admin.,married,university.degree,no,yes,yes,cellular,may,fri,yes
management,married,university.degree,no,no,no,cellular,may,fri,yes
management,married,university.degree,no,no,no,cellular,may,fri,no
admin.,single,high.school,no,yes,no,cellular,may,fri,yes
technician,divorced,professional.course,no,no,yes,telephone,may,fri,no
admin.,married,university.degree,no,no,no,telephone,may,fri,no
admin.,married,university.degree,no,yes,no,telephone,may,fri,no
retired,married,basic.4y,no,yes,yes,cellular,may,fri,yes
technician,married,professional.course,no,yes,no,cellular,may,fri,yes
retired,married,basic.4y,no,yes,no,cellular,may,fri,yes
admin.,married,university.degree,no,yes,no,cellular,may,fri,yes
retired,married,unknown,no,yes,yes,cellular,may,fri,no
technician,married,professional.course,no,yes,yes,cellular,may,fri,no
management,married,university.degree,no,yes,no,cellular,may,fri,yes
admin.,single,university.degree,no,yes,no,cellular,may,fri,yes
admin.,married,basic.4y,no,yes,yes,cellular,may,fri,yes
student,single,university.degree,no,yes,no,cellular,may,mon,yes
retired,married,professional.course,no,yes,no,cellular,may,mon,no
admin.,married,university.degree,no,yes,no,cellular,may,mon,yes
admin.,married,university.degree,no,yes,yes,cellular,may,mon,no
admin.,married,professional.course,no,no,no,telephone,may,mon,no
blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,yes
admin.,married,university.degree,no,no,no,cellular,may,mon,no
retired,married,professional.course,no,yes,yes,cellular,may,mon,yes
technician,married,university.degree,no,yes,no,cellular,may,mon,yes
retired,divorced,university.degree,no,yes,no,cellular,may,tue,yes
services,divorced,university.degree,no,yes,yes,cellular,may,tue,yes
unemployed,married,high.school,no,no,no,telephone,may,tue,yes
admin.,married,high.school,no,no,no,telephone,may,wed,no
self-employed,divorced,university.degree,no,no,no,cellular,may,wed,yes
student,single,high.school,no,no,yes,cellular,may,wed,yes
retired,married,professional.course,no,unknown,unknown,cellular,may,thu,no
retired,married,professional.course,no,no,yes,cellular,may,thu,yes
unknown,married,university.degree,no,yes,no,cellular,may,thu,no
management,married,basic.9y,no,yes,no,cellular,may,thu,no
admin.,married,university.degree,no,no,no,cellular,may,thu,yes
admin.,married,professional.course,no,yes,yes,cellular,may,thu,yes
management,married,university.degree,no,yes,no,cellular,may,thu,yes
unemployed,single,high.school,no,no,no,cellular,may,thu,no
admin.,married,high.school,no,yes,no,cellular,may,thu,no
admin.,married,university.degree,no,no,no,telephone,may,thu,yes
student,single,university.degree,no,unknown,unknown,cellular,may,fri,yes
services,single,basic.9y,no,yes,no,cellular,may,fri,yes
services,single,basic.9y,no,unknown,unknown,cellular,may,fri,no
blue-collar,married,basic.6y,no,yes,yes,cellular,may,fri,yes
management,married,unknown,no,yes,no,cellular,may,fri,yes
admin.,married,university.degree,no,no,no,cellular,may,fri,no
admin.,married,university.degree,no,yes,no,cellular,may,fri,yes
services,single,high.school,no,yes,no,cellular,may,fri,no
self-employed,married,high.school,no,no,no,cellular,may,fri,yes
student,single,university.degree,no,unknown,unknown,cellular,may,fri,yes
unemployed,single,high.school,no,no,yes,cellular,may,mon,yes
retired,married,basic.4y,no,no,no,cellular,may,mon,yes
management,married,university.degree,no,yes,no,cellular,may,mon,no
technician,divorced,professional.course,no,yes,no,cellular,may,mon,no
retired,married,basic.9y,no,yes,yes,cellular,may,mon,no
unemployed,single,high.school,no,yes,no,cellular,may,mon,yes
retired,divorced,basic.4y,no,yes,no,cellular,may,mon,yes
technician,single,university.degree,no,no,no,cellular,may,tue,yes
student,single,unknown,no,no,no,cellular,may,tue,yes
student,single,unknown,no,no,no,cellular,may,tue,yes
admin.,married,university.degree,no,no,no,cellular,may,tue,yes
admin.,married,university.degree,no,yes,no,cellular,may,tue,yes
retired,divorced,basic.4y,no,no,no,cellular,may,tue,yes
student,single,high.school,no,yes,no,cellular,may,tue,yes
blue-collar,married,professional.course,no,yes,no,cellular,may,wed,yes
retired,married,high.school,no,no,no,cellular,may,wed,yes
retired,divorced,unknown,unknown,no,no,cellular,may,wed,yes
housemaid,married,unknown,no,yes,no,telephone,may,wed,yes
technician,divorced,university.degree,no,no,no,cellular,may,wed,yes
retired,married,basic.9y,no,yes,no,cellular,may,wed,no
admin.,single,university.degree,no,no,no,cellular,may,wed,yes
admin.,married,high.school,no,no,yes,cellular,may,wed,yes
retired,divorced,high.school,no,yes,no,telephone,may,wed,yes
services,single,high.school,no,yes,no,telephone,may,thu,yes
retired,married,high.school,no,no,no,cellular,may,thu,yes
technician,married,university.degree,no,no,no,cellular,may,thu,no
technician,married,university.degree,no,yes,no,cellular,may,thu,yes
admin.,married,university.degree,no,yes,yes,cellular,may,thu,yes
student,divorced,university.degree,no,yes,no,cellular,may,thu,yes
blue-collar,divorced,basic.9y,no,yes,no,telephone,may,thu,no
blue-collar,single,high.school,no,no,yes,telephone,may,thu,no
technician,married,professional.course,no,no,no,cellular,may,thu,yes
technician,married,professional.course,no,yes,no,telephone,may,thu,no
admin.,divorced,basic.9y,no,yes,no,telephone,may,thu,no
retired,married,high.school,no,yes,no,cellular,may,thu,no
admin.,single,basic.9y,no,no,no,cellular,may,thu,yes
student,divorced,university.degree,no,yes,yes,cellular,may,thu,yes
admin.,married,unknown,no,no,no,cellular,may,thu,yes
